PassengerId, feature 0, feature 1, feature 2, feature 3, feature 4,Survived
0,-1.0308140163645259,0.8487833353118396,-0.3114670764433943,-0.5794996336160293,0.039038509466932825,0
1,-0.792914646880865,-0.9763443711698306,0.38819346223264284,0.023416610305399328,0.6362118146612951,0
2,-1.1384049016733984,-0.4046149421311812,-0.10892163339095351,0.009173748167179186,0.42223296260443527,0
3,-0.4625817412289018,-0.5658324672898599,-0.3095214440324959,-0.11423906700806333,-0.21676997628312875,0
4,-1.2731582945493904,-0.1426808424397738,-0.37916145472102175,-0.040848583519902004,0.3709317657187891,0
5,-1.252749728348098,-0.18689287856961967,-0.33329165192722854,-0.0323609154788725,0.37779855597557993,0
6,0.25663818694290264,-1.7384952913502125,0.9333602752139107,0.28307706427725277,-0.30253055243196586,0
7,1.1183032543283336,0.33084028360882606,-0.9783397283266982,0.4227536375671618,-0.2642963684663839,0
8,-0.46030586602513407,0.5265452992894817,0.7619658138902896,0.34317245980094246,0.162943316562961,0
9,1.040983753608542,-2.0446894944272933,0.8328890675235923,0.01113593135384269,-0.48273618238947386,0
10,1.17474619481151,-2.0581432278149743,0.8328810760853207,0.011296882130114861,-0.3828010978898206,0
11,-1.1953990667145513,-0.19420839901931308,-0.422117736743241,-0.10481414595373932,0.4195283008382398,0
12,-1.345821179268693,-0.01314818713511339,-0.5121418826534353,-0.06547143802229033,0.3409409845836628,0
13,-0.5849045158077764,-0.3502752008020129,-0.5306625420547042,-0.1551876887869972,-0.2677546133561483,0
14,0.934360159164098,-1.4268734791054563,0.1723558190430836,-0.11086059475000853,-0.44171513200897367,0
15,-0.2190010704487368,-1.0469858041990097,0.18732151726137597,-0.022276765119631663,-0.12556451214381115,0
16,-0.9987353348953247,-0.5844446567590197,-0.015672571132652385,-0.05134578425749381,0.5562298827293555,0
17,0.949507892268782,-1.870511843578044,0.6533930526945722,-0.022091799562998705,-0.5182837076925582,0
18,-0.07733092572601374,-0.23438579957952815,0.5054272732345734,-0.6258486504238323,-0.16506205041813735,0
19,-1.0581852747049116,-0.4554748752931869,-0.15287371449971093,-0.05497254957847728,0.4728495887928662,0
20,-0.9529927798602308,-0.7523026204121461,0.24907459718054847,0.07544847468904281,0.49534810427958414,0
21,-0.658820394905286,-1.3192277202062725,0.8337010906481721,0.1836680941639406,0.6083124912726734,0
22,-1.31198315569268,-0.10346602387489055,-0.4175776174001434,-0.04798343251487664,0.3489444235046896,0
23,0.9896647153768223,-1.809865533983387,0.5830105769261905,-0.0350284630424401,-0.4754237685094322,0
24,-1.1612738670083382,-0.36107052941886886,-0.15379563709820854,0.0008668154379688382,0.4133460812786642,0
25,-1.26305404586113,-0.18968893047002933,-0.32912117819126,-0.031603983803303086,0.3693382783338975,0
26,1.4549897412772845,-0.2129446275427722,0.012306395512637852,-0.8021909852319963,-0.11073404850050314,0
27,-1.321356624352918,-0.05625964043268274,-0.46791366304899357,-0.05728171366650354,0.35113791199826666,0
28,-1.003118581877407,-0.6664044333780645,0.16110249604877513,0.05915693225753695,0.4739717148837516,0
29,-0.71627011666841,-0.18692153532133626,-0.694013954313391,-0.18548521036824928,-0.3360532908800537,0
30,0.20135617180360255,-0.5567635363934526,0.8256722567238136,-0.5664256909955637,-0.015364234481998414,0
31,1.5908098960686576,0.6965296924180743,-1.0826146757587252,-1.0601714320636737,0.17343344942070543,0
32,1.1134937565143548,-1.9483918604292843,0.6296679792250958,-0.08240453935952888,-0.40878098115196204,0
33,-0.8602517449690575,0.14652029080247436,0.47872391394486247,-0.5445028593267313,0.43545671117605006,0
34,5.672186524588437,1.1956061755645753,1.1456153055753056,2.394790635999616,2.151922706433161,0
35,0.6979492735844425,-1.3915233037426085,0.15977901191476712,-0.11346805958431253,-0.6160394022760399,0
36,-0.8008879704198258,-1.0592783064720466,0.5664215436454003,0.1341830456606331,0.5510060431158175,0
37,0.5395486134742747,2.1255541637339204,2.127448135005172,3.6569762456210406,-0.06717398043621345,0
38,-1.1161997016040857,-0.4483394659600266,-0.06377898349692812,0.017529439579733738,0.4305748647572519,0
